model_name, vector_size, start, end, nb_zones, metric, mode, tran_size, val_size, test_size, train_pct_size, val_pct_size, test_pct_size, train_acc, val_acc, test_acc, all_acc, F1_train, recall_train, roc_auc_train, F1_val, recall_val, roc_auc_val, F1_test, recall_test, roc_auc_test, F1_all, recall_all, roc_auc_all
svm_model_N26_B0_E26_nb_zones_8_highest_wave_sv_std_filters_svdne,26,0,26,8, highest_wave_sv_std_filters, svdne,438,146,146,0.6,0.2,0.2, [0.67045455 0.625      0.53409091 0.52272727 0.73255814],0.547945205479452,0.616438356164384,0.652054794520548,0.720338983050847,0.776255707762557,0.698630136986301,0.592592592592593,0.695652173913043,0.555618294748729,0.658536585365854,0.701298701298701,0.611518915866742,0.681704260651629,0.745205479452055,0.652054794520548
ensemble_model_v2_N80_B0_E80_nb_zones_6_lowest_sv_std_filters_svdne,80,0,80, zones, lowest_sv_std_filters, svdne,332,110,110,0.601449275362319,0.199275362318841,0.199275362318841, [0.72058824 0.75757576 0.78787879 0.75757576 0.75757576],0.681818181818182,0.609090909090909,0.858695652173913,1,1,1,0.690265486725664,0.672413793103448,0.68236074270557,0.644628099173554,0.722222222222222,0.611111111111111,0.862190812720848,0.877697841726619,0.85855695006039
svm_model_N80_B0_E80_nb_zones_12_lowest_sv_std_filters_svdn,80,0,80,12, lowest_sv_std_filters, svdn,660,220,220,0.6,0.2,0.2, [0.59090909 0.62878788 0.62121212 0.60606061 0.58333333],0.553571428571429,0.607142857142857,0.889140271493213,0.993920972644377,0.990909090909091,0.993939393939394,0.479166666666667,0.433962264150943,0.547489606651743,0.592592592592593,0.542372881355932,0.6108090821874,0.88631090487239,0.864253393665158,0.889140271493213
ensemble_model_v2_N16_B0_E16_nb_zones_8_highest_wave_sv_std_filters_svdne,16,0,16, zones, highest_wave_sv_std_filters, svdne,420,140,140,0.6,0.2,0.2, [0.78571429 0.80952381 0.72619048 0.73809524 0.82142857],0.571428571428571,0.621428571428571,0.831428571428571,0.988009592326139,0.980952380952381,0.988095238095238,0.61038961038961,0.734375,0.584292763157895,0.682634730538922,0.76,0.610769230769231,0.840108401084011,0.888252148997135,0.831590461962955
ensemble_model_N16_B0_E16_nb_zones_10_lowest_sv_std_filters_svdne,16,0,16,10, lowest_sv_std_filters, svdne,554,184,184,0.600867678958785,0.199566160520607,0.199566160520607, [0.75892857 0.82142857 0.7        0.74545455 0.75454545],0.612121212121212,0.612121212121212,0.852941176470588,0.996376811594203,0.992779783393502,0.996389891696751,0.609756097560976,0.641025641025641,0.613616268788683,0.636363636363636,0.64367816091954,0.610300618921309,0.854260089686099,0.861990950226244,0.852941176470588
ensemble_model_N40_B0_E40_nb_zones_4_highest_sv_std_filters_svdn,40,0,40,4, highest_sv_std_filters, svdn,228,76,76,0.6,0.2,0.2, [0.73913043 0.69565217 0.69565217 0.58695652 0.65909091],0.671052631578947,0.618421052631579,0.8,0.905982905982906,0.929824561403509,0.903508771929825,0.590163934426229,0.666666666666667,0.670068027210884,0.553846153846154,0.545454545454545,0.609936575052854,0.788888888888889,0.816091954022988,0.80124986050664
ensemble_model_N60_B0_E60_nb_zones_10_lowest_sv_std_filters_svdn,60,0,60,10, lowest_sv_std_filters, svdn,568,189,189,0.600422832980973,0.199788583509514,0.199788583509514, [0.70175439 0.71052632 0.66666667 0.63157895 0.64285714],0.626582278481013,0.607594936708861,0.857466063348416,0.991150442477876,0.985915492957746,0.991197183098592,0.662857142857143,0.716049382716049,0.624258457591791,0.635294117647059,0.701298701298701,0.60990860990861,0.861538461538462,0.886877828054299,0.857466063348416
ensemble_model_N8_B0_E8_nb_zones_4_highest_wave_sv_std_filters_svdne,8,0,8,4, highest_wave_sv_std_filters, svdne,242,80,80,0.601990049751244,0.199004975124378,0.199004975124378, [0.78       0.64583333 0.72916667 0.54166667 0.54166667],0.625,0.6125,0.848258706467662,1,1,1,0.625,0.694444444444444,0.631313131313131,0.64367816091954,0.666666666666667,0.609649122807017,0.850855745721271,0.874371859296482,0.848515978909325
ensemble_model_v2_N26_B0_E26_nb_zones_6_highest_sv_std_filters_svdne,26,0,26, zones, highest_sv_std_filters, svdne,346,115,115,0.600694444444444,0.199652777777778,0.199652777777778, [0.7        0.7        0.65714286 0.73529412 0.70588235],0.669565217391304,0.608695652173913,0.855902777777778,1,1,1,0.688524590163934,0.7,0.668181818181818,0.64,0.701754385964912,0.609497882637629,0.860033726812816,0.879310344827586,0.855739088497709
svm_model_N80_B0_E80_nb_zones_4_highest_wave_sv_std_filters_svd,80,0,80,4, highest_wave_sv_std_filters, svd,212,70,70,0.602272727272727,0.198863636363636,0.198863636363636, [0.52272727 0.47619048 0.5        0.5        0.45238095],0.457142857142857,0.614285714285714,0.514204545454545,0.447916666666667,0.405660377358491,0.5,0.366666666666667,0.275,0.4875,0.526315789473684,0.441176470588235,0.609477124183007,0.446601941747573,0.383333333333333,0.517248062015504
ensemble_model_v2_N16_B0_E16_nb_zones_6_highest_sv_std_filters_svdne,16,0,16, zones, highest_sv_std_filters, svdne,308,102,102,0.6015625,0.19921875,0.19921875, [0.64516129 0.66129032 0.67741935 0.67741935 0.75      ],0.617647058823529,0.627450980392157,0.845703125,0.993548387096774,1,0.993506493506493,0.635514018691589,0.666666666666667,0.617647058823529,0.693548387096774,0.693548387096774,0.609274193548387,0.853974121996303,0.865168539325843,0.844829167622105
ensemble_model_N26_B0_E26_nb_zones_8_highest_sv_std_filters_svdn,26,0,26,8, highest_sv_std_filters, svdn,442,147,147,0.600543478260869,0.199728260869565,0.199728260869565, [0.71111111 0.64772727 0.65909091 0.59090909 0.64772727],0.625850340136054,0.612244897959184,0.834239130434783,0.977272727272727,0.972850678733031,0.977375565610859,0.580152671755725,0.575757575757576,0.621212121212121,0.650306748466258,0.688311688311688,0.608441558441558,0.833787465940054,0.840659340659341,0.834308164953326
ensemble_model_v2_N80_B0_E80_nb_zones_10_lowest_sv_std_filters_svd,80,0,80, zones, lowest_sv_std_filters, svd,558,186,186,0.6,0.2,0.2, [0.69642857 0.74107143 0.72321429 0.73214286 0.70909091],0.570552147239264,0.607361963190184,0.846153846153846,0.996415770609319,0.996415770609319,0.996415770609319,0.615384615384615,0.682926829268293,0.569858476362542,0.659574468085106,0.765432098765432,0.608325805480277,0.853448275862069,0.895927601809955,0.846153846153846
ensemble_model_N26_B0_E26_nb_zones_6_highest_sv_std_filters_svdn,26,0,26,6, highest_sv_std_filters, svdn,344,114,114,0.601398601398601,0.199300699300699,0.199300699300699, [0.64285714 0.6        0.66176471 0.69117647 0.61764706],0.675438596491228,0.605263157894737,0.846153846153846,0.98235294117647,0.97093023255814,0.982558139534884,0.717557251908397,0.746031746031746,0.667133520074697,0.587155963302752,0.627450980392157,0.607376283846872,0.848275862068965,0.86013986013986,0.846153846153846
